id,smiles,notes,params_json
46232839,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)C45CC6CC(C4)CC(C6)C5,,
46232840,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4)(O)O,,
46232841,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)C,,
46232842,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)CC,,
46232961,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)C4=CC=CC=C4,,
46232962,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)C4CCCCC4,,
46232963,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)NC(=O)COC3=CC=C(C=C3)C(C)(C)C,,
46232964,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C)(O)O,,
46232965,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)CC)(O)O,,
46233004,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C3=CC=CC=C3)(O)O,,
46233005,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C3CCCCC3)(O)O,,
46233006,B(C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)C(C)(C)C)(O)O,,
46233206,B1(OC2C[C@@H]3C[C@H]([C@@]2(O1)C)C3(C)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=NC=CN=C5,,
46317981,B(C1=NC=NC=C1)(O)O,,
46318051,B(C1=CC=C(C=C1)C(C2=CC=C(C=C2)B(O)O)(C3=CC=C(C=C3)B(O)O)C4=CC=C(C=C4)B(O)O)(O)O,,
46318105,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2Cl)C,,
46318122,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2OC)C,,
46318180,B1(OC(C(O1)(C)C)(C)C)C2=CNC3=C2C=C(C=N3)F,,
46702952,B1(OC(C(O1)(C)C)(C)C)C2=C(OC=C2)C(=O)OC,,
46703107,B1(OC(C(O1)(C)C)(C)C)C2=C(SC(=C2)C(=O)OC)C,,
46703109,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(S2)C(=O)OC)C,,
46705337,B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)C(=O)OC(C)(C)C,,
46735167,B(C1=CN=C(C=C1)N2CCOCC2)(O)O,,
46736783,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(N=C2)N(C=N3)C,,
46736798,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)C(C)OCC,,
46736815,B(C1=C(C=CC(=C1)Br)OC(F)(F)F)(O)O,,
46736892,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=CO3)N=C2,,
46737701,B(C1=CN=C(C=C1)N2CCCC2)(O)O,,
46737990,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)F)N,,
46737995,B(C1=CC=C(C=C1)C2=NNN=N2)(O)O,,
46737996,B(C1=CC(=CC=C1)C2=NNN=N2)(O)O,,
46737997,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C)NC(=O)OC(C)(C)C,,
46738000,B1(OC(C(O1)(C)C)(C)C)C2=CC(OC(C2)(C)C)(C)C,,
46738004,B1(OC(C(O1)(C)C)(C)C)C2=CC3=NON=C3C=C2,,
46738005,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)N)C,,
46738006,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N=CN3,,
46738008,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)N,,
46738012,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2C(F)(F)F)C,,
46738013,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)C4=CC=CC=C4N3,,
46738014,B1(OC(C(O1)(C)C)(C)C)C2=CC3=NNN=C3C=C2,,
46738015,B1(OC(C(O1)(C)C)(C)C)C2=CC3=NSN=C3C=C2,,
46738016,B(C1=C(N=CC=C1)N2CCCC2)(O)O,,
46738017,B(C1=C(N=CC=C1)N2CCOCC2)(O)O,,
46738018,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C=O)F,,
46738019,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)OC(F)(F)F)C,,
46738020,B(C1=CC(=C(C=C1)N)F)(O)O.Cl,,
46738022,B(C1=CC2=C(C=C1)NN=C2)(O)O.Cl,,
46738023,B1(OC(C(O1)(C)C)(C)C)C2=CC(NC(C2)(C)C)(C)C,,
46738025,B(C1=C(N=CC=C1)N2CCOCC2)(O)O.Cl,,
46738026,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NN2C)C(F)(F)F,,
46738028,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(C)(C)O,,
46738031,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2C(=O)OC)F)F,,
46738034,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)N,,
46738035,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N=C(N3)C,,
46738036,B(C1=C2C=NN(C2=CC=C1)C)(O)O.Cl,,
46738655,B(C1=CC(=CC=C1)C(=O)NC2CCC(CC2)O)(O)O,,
46738663,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)C(=O)OC,,
46738667,B(C1=CC(=C(C=C1Cl)F)C(=O)OC)(O)O,,
46738670,B(C1=CC=C(C=C1)CCNC(=O)C)(O)O,,
46738675,B(C1=CC=C(C=C1)C2=CC=C(C=C2)OCCC(C)C)(O)O,,
46738677,B(C1=CN(N=C1)C2=CC(=CC=C2)Cl)(O)O,,
46738679,B(C1=CC2=C(C=C1)N=CN2C)(O)O,,
46738684,B(C1=CN(N=C1)C2=CC=C(C=C2)F)(O)O,,
46738749,B(C1=CN(N=C1)C2=CC(=NC=N2)Cl)(O)O,,
46738761,B(C1=C(C=CN=C1)Cl)(O)O.Cl,,
46738764,B(C1=CNC(=O)C=C1)(O)O,,
46738802,B(C1=CC(=C(C=C1C)F)C)(O)O,,
46738818,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)[N+](=O)[O-])C,,
46738877,B(C1=CC=C(O1)CNC(=O)OC(C)(C)C)(O)O,,
46738894,B(C1=CC(=C(C=C1C)C(F)(F)F)Cl)(O)O,,
46738901,B(C1=C(C=CC(=C1)Cl)C(=O)N2CCOCC2)(O)O,,
46738904,B(C1=CC(=C(C=C1)CN)F)(O)O.Cl,,
46738905,B(C1=CC(=C(C=C1)CN)F)(O)O,,
46738906,B(C1=C(C=CC(=C1)CN)F)(O)O.Cl,,
46738907,B(C1=C(C=CC(=C1)CN)F)(O)O,,
46738914,B(C1=C(C(=CC=C1)[N+](=O)[O-])F)(O)O,,
46738917,B(C1=C(C(=CC=C1)OC)Cl)(O)O,,
46738921,B(C1=C(C=CC(=C1)C(=O)NC2CC2)F)(O)O,,
46738924,B(C1=CC=NN1C(=O)OC(C)(C)C)(O)O,,
46738927,B(C1=CC(=C(S1)C=O)C)(O)O,,
46738928,B(C1=C(N=C(C=C1)Cl)OC)(O)O,,
46738932,B(C1=CC(=C(C=C1)C#N)Cl)(O)O,,
46738938,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CCC(=O)O,,
46738960,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CCl,,
46738967,B(C1=CC(=CC=C1)S(=O)(=O)OCC(C)(C)C)(O)O,,
46738985,B(C1=C(C=C(C=C1)F)C(=O)OCC)(O)O,,
46738992,B(C1=C(C=C(C=C1)C(F)(F)F)C(=O)OC)(O)O,,
46739003,B(C1=C(C(=C(C=C1F)F)O)F)(O)O,,
46739013,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CN3CCOCC3.Cl,,
46739014,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN3CCOCC3.Cl,,
46739017,B(C1=C(C=NC=C1)C)(O)O.Cl,,
46739018,B(C1=C(C=NC=C1)OC)(O)O.O,,
46739019,B(C1=C(C=NC=C1)OC)(O)O,,
46739020,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N3CCN(CC3)C(=O)OC(C)(C)C,,
46739022,B1(OC(C(O1)(C)C)(C)C)C2=CN(C3=CC=CC=C23)S(=O)(=O)C4=CC=C(C=C4)C,,
46739027,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCCCC3,,
46739028,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)N3CCCC3,,
46739029,B(C1=CC=CC=C1S(=O)(=O)NC)(O)O,,
46739030,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)SC=N3,,
46739034,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NCC3=CC=CO3,,
46739037,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CC3=CC=CC=C3,,
46739038,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CC3=CC=CC=C3,,
46739039,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN3CCN(CC3)C,,
46739040,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)NCC3=CC=CC=C3,,
46739041,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NCC3=CC=CC=C3,,
46739042,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCN(CC3)C(=O)OC(C)(C)C,,
46739043,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)NCCOC,,
46739044,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NCCOC,,
46739046,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)CN3CCOCC3,,
46739049,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NCC3CCCO3,,
46739051,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2C)N3CCN(CC3)C(=O)OC(C)(C)C,,
46739054,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C(F)(F)F)F,,
46739065,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)N(C)OC,,
46739069,B(C1=CC=C(C=C1)C2=CC=C(C=C2)OC(CC)CC)(O)O,,
46739086,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CCl,,
46739087,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)Cl)[N+](=O)[O-],,
46739089,B(C1=C(C=CC(=C1)C(=O)N)Cl)(O)O,,
46739098,B(C1=C(C=CN=C1)NC(=O)OC(C)(C)C)(O)O,,
46739101,B(C1=CC(=CC(=C1)Br)OC(F)(F)F)(O)O,,
46739103,B(C1=C(C=C(C=C1)C(F)(F)F)O)(O)O,,
46739104,B(C1=CC2=C(C(=C1)C(F)(F)F)N=CC=C2)(O)O,,
46739108,B1(OC(C(O1)(C)C)(C)C)C2=CC=CN2C(=O)OC(C)(C)C,,
46739116,B(C1=CC(=C(C=C1)C(=O)OC)C(=O)OC)(O)O,,
46739131,B(C1=CC(=NC(=C1)Cl)Cl)(O)O,,
46739133,B(C1=C2C(=C(C=C1)C(F)(F)F)C=CC=N2)(O)O,,
46739136,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)OC)C#N,,
46739162,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(CC(=O)N3)C=C2,,
46739220,B(C1=C(C=CC(=C1)C(F)(F)F)C(=O)OC)(O)O,,
46739221,B(C1=C(C=CC(=C1)Cl)N)(O)O,,
46739223,B1(OC(C(O1)(C)C)(C)C)C2=C3CC(=O)NC3=CC=C2,,
46739224,B1(OC(C(O1)(C)C)(C)C)C2=C3C(=CC=C2)CC(=O)N3,,
46739230,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CNC,,
46739231,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CN(C)C,,
46739240,B(C1=CC(=NC=C1)C(=O)OC)(O)O,,
46739241,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)Cl)F,,
46739267,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)OC)C(=O)OC,,
46739292,B(C1=CC(=NN=C1OC)OC)(O)O,,
46739293,B1(OC(C(O1)(C)C)(C)C)CCC(=O)OC,,
46739301,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)F)F,,
46739306,B(C1=C(C=CC(=C1)OCC(C)C)F)(O)O,,
46739319,B(C1=CC=C(N1C(=O)OC(C)(C)C)C(=O)OC)(O)O,,
46739321,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)OC)C,,
46739323,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)OC)C(=O)OC,,
46739343,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)C(F)(F)F)C(=O)OC,,
46739354,B(C1=CC(=CC=C1)C(C)O)(O)O,,
46739365,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2OC)[N+](=O)[O-],,
46739366,B(C1=CC=CC2=NSN=C12)(O)O,,
46739382,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)S(=O)(=O)C(F)(F)F)C,,
46739386,B(C1=CN=C(C=C1)OCCC)(O)O,,
46739401,B(C1=C(C=CC(=C1)O)F)(O)O,,
46739404,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2F)Cl)C,,
46739414,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)Cl)C,,
46739415,B(C1=CC(=CC(=C1F)F)N)(O)O,,
46739422,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)CBr)F,,
46739432,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2F)C)C,,
46739435,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2F)Cl)C(=O)OC,,
46739436,B(C1=C(C2=C(C=C1)OCO2)F)(O)O,,
46739455,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)C)C(=O)OCC,,
46739458,B(C1=CC(=CC(=C1[N+](=O)[O-])F)F)(O)O,,
46739463,B(C1=CC=NN1C2CCCCO2)(O)O,,
46739468,B(C1=CON=C1)(O)O,,
46739470,B(C1=CC=C(O1)C(=O)OCC)(O)O,,
46739472,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)OC(F)(F)F)C(=O)OC,,
46739475,B(C1=C(C=CC(=C1)O)OC(F)(F)F)(O)O,,
46739487,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(F)(F)F)[N+](=O)[O-],,
46739511,B(C1=C(C=CC(=C1)OC)OC(F)(F)F)(O)O,,
46739521,B(C1=C(C2=C(C=CC=N2)C=C1)F)(O)O,,
46739526,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)C#N)C,,
46739531,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)[N+](=O)[O-])F,,
46739532,B(C1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)OC(C)(C)C)(O)O,,
46739534,B(C1=CC(=C(C(=C1)F)F)C(=O)OC)(O)O,,
46739549,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2F)C(=O)OC)F,,
46739556,B(C1=CC=CC=C1CN2CCSCC2)(O)O,,
46739558,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)Cl)C(=O)OCC,,
46739570,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)Cl)C(F)(F)F,,
46739571,B(C1=CC=C(C=C1)SC(F)(F)F)(O)O,,
46739572,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)OCC)C#N,,
46739627,B(C1=CC(=CC(=C1)F)N2CCOCC2)(O)O,,
46739632,B(C1=CC=C(C=C1)C2(CC2)C#N)(O)O,,
46739635,B(C1=CC=C(C=C1)S(=O)(=O)CCCC)(O)O,,
46739641,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)NC,,
46739650,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)NCC(F)(F)F,,
46739660,B(C1=CC=C(C=C1)C2(CC2)C(=O)OC)(O)O,,
46739662,B(C1=CC=C(C=C1)C2(CC2)CO)(O)O,,
46739663,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C3(CC3)N,,
46739666,B(C1=CC=C(C=C1)C2(CC2)C(=O)O)(O)O,,
46739674,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)Cl)O,,
46739688,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(S2)C(C)C)C,,
46739692,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)O)C(=O)OC,,
46739700,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)O)C,,
46739716,B(C1=CC(=CC=C1)C(=O)NCC2CCCO2)(O)O,,
46739724,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCOCC3,,
46739725,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CN3CCN(CC3)C,,
46739726,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C3=CC4=CC=CC=C4C=C3,,
46739727,B(C1=C(C=CC(=C1)F)C=O)(O)O,,
46739735,B1(OC(C(O1)(C)C)(C)C)C2=CCSCC2,,
46739738,B(C1=CC(=CC=C1)COC2=CC=CC3=CC=CC=C32)(O)O,,
46739740,B1(OC(C(O1)(C)C)(C)C)C2=CC=CN2S(=O)(=O)C3=CC=C(C=C3)C,,
46739744,B(C1=C(C=CC(=C1)F)CO)(O)O,,
46739745,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(S2)CN3CCCCC3,,
46739750,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)/C=C(\C#N)/C(=O)OCC,,
46739754,B1(OC(C(O1)(C)C)(C)C)C2=CCCO2,,
46739756,B(C1=CC=CC=C1COC2=CC(=CC(=C2)F)F)(O)O,,
46739757,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2C#C[Si](C)(C)C,,
46739762,B1(OC(C(O1)(C)C)(C)C)CCC=C,,
46739764,B(C1=CN=C(N=C1)N2CCCCC2)(O)O,,
46739766,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)F)C(=O)OC,,
46739773,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C(=O)O)Cl,,
46739783,B1(OC(C(O1)(C)C)(C)C)C2=CSC(=C2)C=O,,
46739784,B(C1=CN(N=C1)CC(OCC)OCC)(O)O,,
46739804,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2F)F)B3OC(C(O3)(C)C)(C)C,,
46739806,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N=CS3,,
46739807,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)F)C(=O)O,,
46739808,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C(=O)O)F,,
46739811,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)F)F,,
46739812,B(C1=C(N(N=C1C)C(=O)OC(C)(C)C)C)(O)O,,
46739822,B(C1=CC(=C(C=C1)Br)Cl)(O)O,,
46739825,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CC(=O)OC,,
46739829,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2CC(=O)N,,
46739833,B(C1=CC2=C(CC(=O)N2)C=C1)(O)O,,
46781076,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)C=CC(=O)O3,,
46785637,B(C1=C(C2=CC=CC=C2O1)C)(O)O,,
46785648,B(C1=CC2=C(O1)C(=CC=C2)OC)(O)O,,
46830302,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)OCC)O,,
46835487,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(C)(F)F,,
46836890,B1(C2=C(C=CC=C2OCCCO)[C@H](O1)CN)O,,
46839983,B(C1=C2C(=CC=C1)C=NN2)(O)O,,
46849717,B(CCCCC(CO)(C(=O)O)N)(O)O,,
46849719,B(CCCCC(C)(C(=O)O)N)(O)O,,
46849884,B(CCCCC(CCCO)(C(=O)O)N)(O)O,,
46850575,B(CCCCC(CC1=CC=CC=C1)(C(=O)O)N)(O)O,,
46853943,B(C1=CC(=CC=C1)COC2=CC=CC(=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,,
46853944,B(C1=CC=C(C=C1)COC2=CC=CC(=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,,
46853945,B(C1=CC=CC=C1COC2=CC=CC(=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,,
46856189,B(C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,,
46856190,B(C1=CC=CC=C1COC2=CC=C(C=C2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,,
46856339,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)CO,,
46856415,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(CNC3=O)C=C2,,
46856416,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(CN(C3=O)C)C=C2,,
46856474,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)OCC(=O)N3,,
46856482,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)NC(=O)CO3,,
46864007,B(C1=CN=C(N=C1)N2CCOCC2)(O)O,,
46864103,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)C(F)(F)F,,
46865528,B(CNS(=O)(=O)C1=CC2=C(C=CC(=C2S1)Cl)Cl)(O)O,,
46871349,B1(OC(C(O1)(C)C)(C)C)C2=CNC=C2,,
46871824,B1([C@H](CCO1)NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](C(C)(C)C)NC(=O)OC3CCCC3)OC(=O)N4CC5=C(C4)C(=CC=C5)F)O,,
46872199,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN=[N+]=[N-],,
46876961,B(C1=CC(=CC=C1)NC2=C3C(=NC=N2)N(C=N3)C4[C@@H]([C@@H]([C@H](O4)CO)O)O)(O)O,,
46878192,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCNC4=CC(=NC(=N4)N)Cl)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878193,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCNC4=NC(=NC=C4)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878194,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCNC4=CC(=NC(=N4)N)Cl)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NS(=O)(=O)CCCC,,
46878196,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCSC4=NC=CC=N4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NS(=O)(=O)CCCC,,
46878197,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C=CN=C4N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NS(=O)(=O)CCCC,,
46878198,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C(=NC=N4)[N+](=O)[O-])NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878199,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C(=NC=N4)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878200,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C=CN=C4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878201,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C=CN=C4[N+](=O)[O-])NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NS(=O)(=O)CCCC,,
46878202,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C=CN=C4[N+](=O)[O-])NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878203,B([C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C)(O)O.Cl,,
46878204,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCN4C(=NN=N4)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878205,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCNC4=NC=CC=N4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46878206,B1(O[C@@H]2CC3CC([C@@]2(O1)C)C3(C)C)[C@H](CCCNC4=CC=CC=N4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)NC(=O)C,,
46884278,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)O)O,,
46884279,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)OC)O,,
46884280,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)OCCC)O,,
46884281,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)OC(C)C)O,,
46884349,B1(C2=C(CO1)C=C(C=C2)OC3=NC=C(C=C3)C(=O)OCCCC)O,,
46884350,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)OC)O,,
46884351,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)OCC)O,,
46884352,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)OCCC)O,,
46884401,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C(=O)OC(C)C)O,,
46885595,B(CNS(=O)(=O)C1=CC=CC=C1)(O)O,,
46890017,B(C1=CC(=CC=C1)S(=O)(=O)C2=CC(=CS2)S(=O)(=O)C3=CC=CC=C3)(O)O,,
46890018,B(C1=CC(=CC=C1)NS(=O)(=O)C2=C(ON=C2C)C)(O)O,,
46890068,B(C1=CC(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(O)O,,
46890069,B(C1=CC(=C(C=C1)C(=O)O)NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C3=CC=CC=C3)(O)O,,
